names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
SMYD3-IT1,-0.09250474,-4.760013,0.9262970279311944,1.0,0.0004280821917808219
AC139722.1,-0.09250474,-4.457449,0.9262970279311944,1.0,0.0004280821917808219
SPINK4,-0.09250474,-5.4733324,0.9262970279311944,1.0,0.0004280821917808219
AC012574.2,-0.09250474,-4.6361103,0.9262970279311944,1.0,0.0004280821917808219
NUDT11,-0.09250474,-3.3597598,0.9262970279311944,1.0,0.0004280821917808219
PAPOLB,-0.09250474,-3.874326,0.9262970279311944,1.0,0.0004280821917808219
AC090348.1,-0.09250474,-4.0902376,0.9262970279311944,1.0,0.0004280821917808219
CDH7,-0.09250474,-4.536178,0.9262970279311944,1.0,0.0004280821917808219
ADRB1,-0.09250474,-3.5228033,0.9262970279311944,1.0,0.0004280821917808219
AC022267.1,-0.09250474,-5.8032546,0.9262970279311944,1.0,0.0004280821917808219
LINC01257,-0.09250474,-4.6252837,0.9262970279311944,1.0,0.0004280821917808219
AC025857.2,-0.09250474,-4.7435565,0.9262970279311944,1.0,0.0004280821917808219
LINC02223,-0.09250474,-3.6685038,0.9262970279311944,1.0,0.0004280821917808219
IER3-AS1,-0.09250474,-4.518099,0.9262970279311944,1.0,0.0004280821917808219
AC019131.2,-0.09250474,-4.887749,0.9262970279311944,1.0,0.0004280821917808219
LINC02144,-0.09250474,-3.8640172,0.9262970279311944,1.0,0.0004280821917808219
XKR3,-0.09250474,-3.9363873,0.9262970279311944,1.0,0.0004280821917808219
TUBAL3,-0.09250474,-4.2916393,0.9262970279311944,1.0,0.0004280821917808219
PSORS1C2,-0.09250474,-4.758146,0.9262970279311944,1.0,0.0004280821917808219
AL354771.1,-0.09250474,-5.6018558,0.9262970279311944,1.0,0.0004280821917808219
LINC02824,-0.09250474,-3.6586418,0.9262970279311944,1.0,0.0004280821917808219
AL512306.2,-0.09250474,-3.4768384,0.9262970279311944,1.0,0.0004280821917808219
PHGR1,-0.09250474,-4.2884154,0.9262970279311944,1.0,0.0004280821917808219
TTR,-0.09250474,-3.657099,0.9262970279311944,1.0,0.0004280821917808219
AC027458.1,-0.09250474,-3.5154002,0.9262970279311944,1.0,0.0004280821917808219
STMND1,-0.09250474,-3.8527548,0.9262970279311944,1.0,0.0004280821917808219
ARC,-0.09250474,-3.470683,0.9262970279311944,1.0,0.0004280821917808219
CELF2-DT,-0.09250474,-4.7812605,0.9262970279311944,1.0,0.0004280821917808219
AL133405.1,-0.09250474,-4.9437075,0.9262970279311944,1.0,0.0004280821917808219
AC012322.1,-0.09250474,-5.082444,0.9262970279311944,1.0,0.0004280821917808219
