names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
CXCL10,13.204221,1.1454039,8.29537629623222e-40,1.4170037801393115e-39,0.019678557079576258
LEF1,13.176501,0.23847108,1.1982017447628079e-39,2.0394923315111624e-39,0.03139796266064517
SELP,13.110364,0.5087343,2.872153716436552e-39,4.8714974695743634e-39,0.024330719273352355
IL9R,12.994998,1.0548854,1.3061116022838057e-38,2.207512567240235e-38,0.01900851349495751
TNFSF8,12.970401,1.3762869,1.8008614639208243e-38,3.0330298339719146e-38,0.017613119122815046
CAMK1D,12.902306,0.16566747,4.368305219857803e-38,7.331421348013097e-38,0.028211123486362642
NCAM1,12.893794,0.9280582,4.878355251049135e-38,8.158921674228518e-38,0.019409013929786553
SLFN12L,12.892855,0.5744646,4.93816393240304e-38,8.230273220671733e-38,0.021682330683673312
CTLA4,12.863121,1.0206918,7.258569959368897e-38,1.20557563338999e-37,0.019601635567490044
PIK3CD,12.756385,-0.038620036,2.872261270399145e-37,4.754087619970999e-37,0.039189285405509866
LATS2,12.6615305,-0.42705533,9.6597661393453e-37,1.5879067626321043e-36,0.08319474746858296
CCL5,12.474416,2.8170578,1.0295806711522084e-35,1.686685058542867e-35,0.014346179861566707
CDH13,12.355416,-0.16353732,4.553912125545662e-35,7.434958572319447e-35,0.038529413260505824
TOX,12.333486,-0.009902049,5.980296743261869e-35,9.73065232801931e-35,0.03031216148177532
PDGFB,12.263771,-0.48650584,1.417461123799799e-34,2.298585606161836e-34,0.061671345528889435
KLRG2,12.168002,1.0174431,4.6021047321709946e-34,7.437745021690496e-34,0.017679233480310634
CXCL9,12.123461,1.1625879,7.933705045011803e-34,1.277912222015324e-33,0.018080369630115598
RAMP1,11.985186,1.4968542,4.2489342997274626e-33,6.821031651736395e-33,0.016549567968102367
BTLA,11.805715,0.95248485,3.6468121036088556e-32,5.815514318047345e-32,0.01781273362525365
PDPN,11.772258,0.61595976,5.425259960378196e-32,8.622929738349451e-32,0.02057745805552589
ICOSLG,11.687885,-0.41599485,1.470007416414934e-31,2.328724620063262e-31,0.06620526473714457
CD226,11.567456,0.42050615,6.0242062190662135e-31,9.511904556420337e-31,0.02359773990611761
RGS1,11.544725,-0.3719475,7.8491316228288245e-31,1.2352731734287987e-30,0.03235852798925896
ARHGAP15,11.508796,1.8529503,1.1913056090798455e-30,1.8687146809095617e-30,0.01453180863453509
ZAP70,11.490863,0.94350344,1.4664059729910896e-30,2.292752009888349e-30,0.017938605190485634
KLF2,11.345369,-0.076358885,7.819542807812034e-30,1.2186300479707065e-29,0.036023424825432665
FCRL5,11.337746,1.5711707,8.531430918960665e-30,1.3252708223628216e-29,0.015119844987260272
FCER1A,11.270686,1.3278967,1.831368395820254e-29,2.835667193528135e-29,0.015931653011508985
TNFSF14,11.208295,1.7571378,3.7127716566348167e-29,5.730322814098752e-29,0.014004165204522223
AQP2,11.166584,-0.30941415,5.94222314457009e-29,9.141881760877061e-29,0.08316741172461845
IL18BP,11.141535,-0.4979176,7.875068068554202e-29,1.2076781702575134e-28,0.09350604437799104
IL2RA,11.059397,1.0103189,1.9741990195809072e-28,3.0178838515886478e-28,0.016347410605760088
SELL,10.963999,1.9227704,5.692689528324916e-28,8.674574519352253e-28,0.0138039149871077
TRGC2,10.864451,0.69671047,1.7024354170118283e-27,2.5859778486255618e-27,0.01879109897319317
CCR7,10.472256,1.0039604,1.1584898332657054e-25,1.754180189172046e-25,0.015857274359326448
POU2AF1,10.451984,1.7634035,1.4349112688131854e-25,2.1659038019821666e-25,0.01340850027208601
IL12RB2,10.273235,0.95003146,9.303138611240925e-25,1.3998453082744967e-24,0.014786730339878654
CCL18,10.173533,1.0042588,2.6029159126568937e-24,3.9043738689853405e-24,0.015456773924497404
CIITA,10.152563,-0.5094971,3.2277315555851023e-24,4.826514475641275e-24,0.10293814747570297
C5,9.984114,-0.40448675,1.7889228557147303e-23,2.666717300444319e-23,0.04520632765258431
KLRF1,9.932591,0.15649171,3.003478356121831e-23,4.463373408478262e-23,0.02270710322485493
IFNA1,9.747427,0.4179678,1.8920209574833755e-22,2.802994011086482e-22,0.017629647712188945
MS4A1,9.69856,0.65600747,3.057830537864183e-22,4.5161804866917165e-22,0.01743766178946137
IL4R,9.589034,-0.6367837,8.891359625505172e-22,1.3091572454731541e-21,0.06662801519613079
FGF13,9.531195,0.010091352,1.5548278561866741e-21,2.2823161191730997e-21,0.030193282781278447
IL21R,9.279587,1.1916199,1.7013770252513345e-20,2.4898200369531723e-20,0.013788022112709722
CD200,9.039047,-0.12651783,1.5804290791170598e-19,2.3057931853379594e-19,0.027382786872740032
CD1C,9.038323,1.1209911,1.590935573780798e-19,2.3140881073175245e-19,0.013148492846935091
CFTR,8.887025,0.5028466,6.276700231530012e-19,9.102163477747449e-19,0.016723118156528285
XCL1,8.768578,0.09973894,1.8093809522723805e-18,2.615972461116695e-18,0.01911531361091192
MMP9,8.739878,1.3048686,2.333625206311202e-18,3.3637840811693004e-18,0.011920291513459358
TRDC,8.696139,0.866292,3.4336703239558878e-18,4.934616034427623e-18,0.013138957122296305
CXCL8,8.665341,0.14434896,4.50160739993618e-18,6.450064334236915e-18,0.017659526316057144
TRGC1,8.624119,0.41889176,6.4588172762766104e-18,9.226881823252301e-18,0.016314353427012294
CD19,8.561923,0.9915177,1.1100030777897326e-17,1.5810132858726163e-17,0.012330327672927188
XCL2,8.5138645,1.2040925,1.6823016069424926e-17,2.3890673708059064e-17,0.011916477223603842
RAC2,8.313731,1.0500596,9.273934278650505e-17,1.3131234376850271e-16,0.012427592064242812
CD27,8.295685,1.7194949,1.0796139002611342e-16,1.52416080036866e-16,0.010855468928794836
CXCL13,8.291046,0.567112,1.122569832585447e-16,1.5801569490938844e-16,0.014789273199782332
IL23R,8.277185,0.14771883,1.2612095052956989e-16,1.7701186039237877e-16,0.01678986822899979
CD79A,8.269796,2.119717,1.3418824188673775e-16,1.8778529476861258e-16,0.010383768416662852
PROX1,8.163201,-0.020827169,3.262594093367713e-16,4.552456874466577e-16,0.029847453834378448
CD247,8.114491,1.4157982,4.878232160874596e-16,6.767489702947416e-16,0.010858647503674433
MUC5AC,8.090054,1.1720495,5.963853687297652e-16,8.249711152457847e-16,0.01148736961485844
DDIT3,8.068523,-0.6613631,7.115363198051865e-16,9.814294066278434e-16,0.08186101744910466
LRG1,7.991856,2.262673,1.3292206745810533e-15,1.8281545094524516e-15,0.009496310310279766
CXCL11,7.892182,0.4933466,2.969480775101175e-15,4.072430777281612e-15,0.013906265098230678
